blockNumber,timeStamp,blockReward
9335914,1579756130,2077771764504817356
9335711,1579753470,2018225627003894728
9335658,1579752888,2011338717962500000
9335376,1579748915,2070241369508865793
9335272,1579747521,2074530365803703250
9335196,1579746433,2008406054000056910
9334997,1579743680,2127221339722957242
9334921,1579742728,2014128040099841505
9334907,1579742494,2026615411248800000
9334796,1579741073,2013958269470000000
9334565,1579738088,2195699760646602736
9334528,1579737639,2108652665170067658
9334520,1579737481,2062172353543547528
9334433,1579736462,2045538411720181380
9333935,1579730135,2001035952000000000
9333881,1579729338,2011332830694918240
9333672,1579726453,2087699116617978132
9333653,1579725996,2026524108117812081
9333618,1579725437,2003927311400000000
9333581,1579724950,2041202166783415880
9333574,1579724778,2021780559151317208
9333499,1579723714,2039515412422566139
9333359,1579721810,2001747456000093663
9333205,1579719823,2082383399616585833
9333075,1579718156,2032134183074890105
9333003,1579717332,2029890998536440432
9332953,1579716748,2001534728400674000
9332887,1579715996,2001879862483600000
9332542,1579711383,2072808359012214132
9332300,1579707832,2035126382484308578
9332190,1579706391,2091654550000000000
9332121,1579705668,2006263610700000000
9331928,1579703060,2057731271303638130
9331907,1579702749,2053314078971840590
9331879,1579702393,2021107963799993436
9331809,1579701452,2005707250000000000
9331798,1579701235,2004182592841980000
9331745,1579700425,2006522228394605000
9331415,1579696233,2083701292700000000
9331253,1579694225,2032060507134579192
9331063,1579691585,2075278859347780960
9331060,1579691553,2049561908569123040
9330856,1579689243,2029027310437505612
9330741,1579687584,2120073719065104252
9330737,1579687559,2002650181000000000
9330589,1579685561,2078370805000000000
9330080,1579679075,2013273548901446660
9330002,1579677850,2033931038698702152
9329742,1579674394,2062313226527962577
9329719,1579674064,2070825172942827050
9329672,1579673454,2018594977570000000
9329550,1579671876,2066629626535583471
9329521,1579671432,2000249654000042000
9329436,1579670231,2003214128343750000
9329329,1579668715,2001454348400000000
9329271,1579668045,2005901770000000000
9329214,1579667305,2022757152916950000
9328969,1579664199,2054588081221042000
9328848,1579662256,2009342825000000000
9328836,1579662096,2060693223119998552
9328762,1579661025,2045654349740434234
9328755,1579660922,2099370220799321657
9328708,1579660234,2046632890197490801
9328527,1579657832,2084997613635261357
9328500,1579657342,2119164984369951488
9328455,1579656806,2037717511491877203
9328423,1579656375,2010541677899931695
9328176,1579652810,2000000000000000000
9328116,1579652128,2035770432621147979
9328100,1579651935,2077522141089995006
9328098,1579651915,2000756000000000000
9327942,1579649827,2003575803400093608
9327818,1579648365,2035029188535491903
9327801,1579648161,2022186740720286564
9327755,1579647513,2019239055289900747
9327734,1579647215,2039615831955200000
9327709,1579646925,2038731718538486298
9327654,1579646149,2032780326551418817
9327532,1579644447,2051722144981400376
9327510,1579644206,2092837370920197162
9327361,1579642530,2029025967589188238
9327281,1579641544,2007865920000021000
9327089,1579639286,2027761710234100000
9326959,1579637581,2010381506000000000
9326902,1579636846,2134936844080914408
9326842,1579635874,2014947500700000000
9326802,1579635435,2037400282613084939
9326683,1579634013,2058482735207844704
9326360,1579629684,2122149355082543701
9326290,1579628869,2021738638922314596
9326227,1579628046,2069610000320705532
9326225,1579628024,2074426192679060643
9326218,1579627953,2051100259185309821
9326019,1579625224,2034370131932848442
9325997,1579624933,2084736453478778780
9325928,1579624060,2053119338538237591
9325852,1579622892,2070387454370133203
9325724,1579621462,2067106113640893045
9325693,1579621109,2051273488054737012
9325641,1579620358,2094446161738157710
9325481,1579618239,2047090571885766614
9325285,1579615373,2016284518886969022
9325270,1579615248,2024000370263286816
9324919,1579610783,2004181667349039000
9324892,1579610499,2003244900000000000
9324865,1579610227,2149577361023034433
9324757,1579608738,2094924648586308422
9324647,1579607174,2020267827973312500
9324491,1579605003,2097364702175504877
9324405,1579603806,2043639117363200710
9324328,1579602584,2015664167204083616
9324268,1579601889,2040369713001783820
9324249,1579601664,2006893444930860702
9324207,1579601126,2006327921000000000
9324197,1579601035,2005012846500000000
9323900,1579597008,2040854703509702611
9323782,1579595222,2017161055200000000
9323610,1579593329,2065517609613594000
9323551,1579592465,2080172811000000000
9323533,1579592194,2051710258577768069
9323281,1579588757,2095987798458182420
9323160,1579587011,2009057550828445000
9323080,1579586021,2009229697951200000
9322743,1579581753,2042392313117258970
9322673,1579580749,2099959639403282778
9322469,1579577829,2005685607668066240
9322442,1579577549,2041642928213577853
9322217,1579574381,2038540765824422666
9322212,1579574328,2005779759000000000
9322094,1579572902,2035191330652000000
9322039,1579572200,2035496621055000000
9322016,1579571851,2000630000000000000
9322013,1579571827,2051459798539267132
9322005,1579571634,2016569509229004417
9321981,1579571182,2056641338591154937
9321912,1579570077,2067429453922212804
9321891,1579569790,2005364340000000000
9321851,1579569340,2029538367954400580
9321839,1579569159,2023549080387127016
9321813,1579568938,2069184586974269940
9321610,1579566331,2040737673481983541
9321558,1579565730,2023868119558913370
9321549,1579565624,2023222880091266113
9321516,1579565270,2030474107800047943
9321281,1579562160,2008584392000000000
9321266,1579562049,2048375326244548846
9321087,1579559541,2003804290000000000
9321056,1579559125,2007129008000000000
9321047,1579559030,2007518850900000000
9320988,1579558259,2059432476306088094
9320833,1579556267,2029237855053234918
9320648,1579553900,2023106455095562205
9320603,1579553269,2045009206633596443
9320586,1579553102,2012973836533073274
9320474,1579551653,2036562169012503211
9320402,1579550773,2028827130877511263
9320305,1579549478,2043901828939932541
9320278,1579549127,2060045746751029750
9320204,1579548094,2039470523012232424
9320171,1579547432,2062500000000000000
9320109,1579546682,2026296731000000000
9320087,1579546190,2114929397952218450
9320047,1579545628,2125131935260110000
9319990,1579544908,2025133192226423000
9319964,1579544596,2068369432394425396
9319912,1579543904,2000105000000000000
9319878,1579543473,2011194341238757250
9319864,1579543295,2032911131900056898
9319801,1579542345,2033600795162395984
9319783,1579542130,2015866590800000000
9319717,1579541324,2083379324093465153
9319647,1579540443,2026533750177829869
9319536,1579539279,2022285534399296758
9319456,1579538338,2037292262945996426
9319397,1579537601,2057157585806340283
9319191,1579534722,2074784413689398501
9319188,1579534696,2067925816127569767
9319150,1579534205,2051925429100000000
9319141,1579534086,2003507000000000000
9319087,1579533299,2027747825193569455
9318987,1579531777,2018303737355872320
9318982,1579531707,2083994802065955462
9318787,1579529180,2072225727767204470
9318574,1579526509,2021375654838691648
9318541,1579526040,2047268674600093608
9318213,1579521765,2096280660194014641
9318025,1579519306,2089052460920746725
9317829,1579516881,2100973084594618539
9317769,1579515981,2056716762976732223
9317505,1579512281,2039034465437491593
9317386,1579510696,2090779021250000000
9316873,1579503958,2028866964917706611
9316585,1579500487,2075755762754141713
9316566,1579500239,2054297074403526289
9316552,1579500079,2049640600595293738
9316487,1579498996,2105408261604493742
9316404,1579497989,2043698263253342000
9316392,1579497801,2077176835462175729
9316338,1579496893,2018608413600000000
9316293,1579496367,2014603244175752800
9316138,1579494338,2004210916900000000
9316097,1579493774,2001896073600000000
9316030,1579492939,2086038289783160472
9315687,1579488161,2003035090000000000
9315599,1579486920,2010553004099864542
9315193,1579481678,2012745555301600000
9315179,1579481492,2126229508200333434
9315175,1579481426,2050353776647171954
9315133,1579480763,2024408591685022000
9314960,1579478363,2028981652960112690
9314894,1579477614,2024328247259760322
9314842,1579476948,2033855659650241808
9314680,1579474646,2088441703712231170
9314670,1579474491,2085022510054029411
9314625,1579473925,2016443963550000000
9314440,1579471312,2025167242210318418
9314439,1579471308,2043496805617001476
9314335,1579469949,2020805499758261681
9314168,1579468087,2081134153267604870
9313969,1579465530,2028064444410104045
9313861,1579464020,2036108290740832037
9313521,1579459545,2033880128193928302
9313461,1579458813,2001296865500000000
9313383,1579457959,2047261523828012020
9313310,1579457145,2016766187172932050
9313234,1579456165,2012875169416720000
9313209,1579455842,2047609384529945868
9313199,1579455755,2000000000000000000
9313158,1579455175,2020091645492115700
9313083,1579454265,2014423050344851510
9313074,1579454147,2010894934659847547
9312963,1579452935,2021617124299936297
9312866,1579451738,2070947517454598889
9312644,1579448694,2097410001087200000
9312530,1579447264,2134875323309931984
9312463,1579446099,2031591217463958618
9312333,1579444274,2000000000000000000
9312296,1579443764,2003801000000000000
9312262,1579443445,2069000455968864654
9311922,1579438833,2121420491839415352
9311880,1579438319,2171050933465486922
9311819,1579437588,2032521977492946894
9311619,1579435040,2011130659800000000
9311516,1579433798,2150694610919845989
9311199,1579429541,2045945024890420808
9311198,1579429528,2039982922935319616
9311193,1579429496,2060431542358638124
9311170,1579429279,2006764586776580414
9311141,1579428831,2125160107667112688
9311138,1579428781,2077930079696430379
9311036,1579427427,2139696014780191250
9310972,1579426558,2109236294649330444
9310881,1579425394,2069244033212251892
9310879,1579425364,2092091372056288813
9310444,1579419470,2072987436784000000
9310417,1579419093,2119226839823141267
9310409,1579418965,2019485329000041922
9310340,1579418117,2088305701508471767
9310312,1579417676,2004432718437500000
9309957,1579412925,2001050000000000000
9309917,1579412515,2023115804044740618
9309740,1579409902,2035003319861767584
9309736,1579409812,2053474927119603520
9309548,1579407279,2077983578234284788
9309528,1579407041,2018353882470000000
9309457,1579405970,2128046822270901733
9309339,1579404498,2133573516917694762
9309303,1579404040,2050747841483594672
9309199,1579402741,2035751197918522000
9309198,1579402733,2025574135628470000
9309106,1579401457,2047844081241359565
9309046,1579400580,2000861000000000000
9308837,1579397584,2032172096954077770
9308522,1579393470,2022094709817337108
9308448,1579392622,2010000837600000000
9308377,1579391757,2016397105928671859
9308335,1579391123,2048236998033158368
9308086,1579387641,2036566931015045144
9308065,1579387342,2079605892789370213
9307937,1579385714,2019878205900000000
9307909,1579385363,2021395245700593920
9307859,1579384675,2016186651644952051
9307831,1579384332,2006189987311084112
9307712,1579382764,2037768142635401203
9307708,1579382729,2026990480402463052
9307633,1579381675,2048869318693275541
9307626,1579381615,2036493493262887577
9307608,1579381435,2026599584280943832
9307574,1579380886,2044317552896569142
9307485,1579379644,2052188971628581063
9307406,1579378728,2026671697655921748
9307293,1579377351,2011576778360000000
9307177,1579375768,2054908959578922984
9307152,1579375319,2127863269091600579
9307089,1579374480,2048334087497136510
9306907,1579372176,2016252912657842000
9306771,1579370280,2027139681337681645
9306730,1579369720,2075365181444200000
9306558,1579367510,2068973813978842572
9306540,1579367292,2038291880619200000
9306456,1579366293,2048346351439092495
9306056,1579361133,2012524410150000000
9306015,1579360641,2017596486965459168
9305992,1579360322,2153945461584416572
9305829,1579358429,2133134477608566828
9305406,1579352872,2130037410810124990
9305362,1579352312,2151965613134063823
9305348,1579352115,2093674841584712776
9305097,1579348626,2120833104832761746
9305017,1579347591,2079220262767622848
9304838,1579345221,2201137601726613498
9304752,1579344204,2116283375857411414
9304690,1579343369,2079313844300000000
9304682,1579343238,2194346459790184906
9304569,1579341721,2112457877802567723
9304363,1579339007,2050901192744581571
9304302,1579338006,2109423127880000000
9304129,1579335738,2123988830521744996
9303968,1579333566,2045281470625783396
9303868,1579332156,2147444427400000000
9303834,1579331652,2147020390455732025
9303670,1579329542,2000000000000000000
9303587,1579328142,2001428000000000000
9303380,1579325153,2034195750509227830
9303155,1579322188,2114786081350651960
9303044,1579320641,2017341164043546288
9302948,1579319359,2111190016678310000
9302895,1579318675,2023730175909200431
9302812,1579317702,2090052105759008112
9302742,1579316549,2059706741139932787
9302738,1579316506,2042961653609237592
9302731,1579316422,2081343327694434147
9302464,1579312891,2011599709000000000
9302394,1579312087,2059415438449917625
9302129,1579308582,2041799581433500000
9302044,1579307665,2147707871524388839
9301831,1579305138,2007174565000000000
9301794,1579304827,2014750583375000000
9301766,1579304426,2018923100346550000
9301715,1579303758,2005463616000000000
9301586,1579301803,2008309187500000000
9301580,1579301708,2041337955440104716
9301152,1579296060,2092341204202837045
9301023,1579294207,2085337794952347000
9300941,1579293132,2004222140000000000
9300888,1579292551,2008509782400000000
9300761,1579290814,2073524718018180276
9300741,1579290515,2093052953934623568
9300621,1579288586,2124146136481723909
9300562,1579288025,2001920836000000000
9300447,1579286569,2007228968800000000
9300319,1579284922,2006006961509871446
9300316,1579284893,2064166416932154488
9300292,1579284652,2066109475000000000
9300223,1579283716,2090604190835917222
9300172,1579283019,2054790735550000000
9300034,1579281141,2107696860739552006
9300011,1579280815,2099880460595878342
9299470,1579273813,2081949565821973209
9299455,1579273650,2003001678000000000
9299414,1579273147,2056475694948053728
9299305,1579271787,2046310016344243695
9299126,1579269350,2102762493852084016
9299054,1579268448,2036703622640503556
9298876,1579265881,2070314857244800000
9298873,1579265815,2014841938848300749
9298792,1579264774,2040911896600000000
9298761,1579264280,2128673588512631194
9298443,1579260211,2161190874058622152
9298439,1579260156,2042261530104604782
9298342,1579258882,2080969451571703785
9298302,1579258229,2101010010405823300
9298289,1579258017,2136597345310101541
9298281,1579257900,2182491227244419068
9298162,1579256630,2023344062000000000
9298028,1579254887,2045906532679388450
9297811,1579251910,2082902733431220932
9297798,1579251738,2115958643775595996
9297755,1579251087,2110038901198899932
9297724,1579250537,2034231849915490559
9297692,1579250125,2065277762260854607
9297495,1579247702,2111097706360281938
9297449,1579247165,2150018025722181580
9297438,1579247027,2070871308724594170
9297323,1579245309,2130164426838227616
9297255,1579244628,2096060972582071915
9297180,1579243722,2166586411853238320
9297179,1579243711,2004769865599955017
9297157,1579243373,2068839388135006462
9296954,1579240576,2119630627436716323
9296718,1579237562,2089962032795991071
9296685,1579237100,2105300139599271262
9296529,1579234993,2084098932541270950
9296159,1579230075,2250970261202702000
9296103,1579229297,2164439986147463706
9295933,1579226968,2057827869649973791
9295685,1579223866,2007768856000000000
9295637,1579223181,2045319072011142712
9295545,1579222132,2119447041229832837
9295544,1579222130,2071313233551679544
9295525,1579221869,2015223699877412675
9295391,1579220158,2019130539951289055
9295252,1579218186,2038310450702770667
9294928,1579214123,2040348217637092158
9294892,1579213640,2037202610930400000
9294881,1579213506,2022117608933821920
9294711,1579211251,2024610690522389680
9294627,1579209925,2013280904200000000
9294594,1579209468,2061795564950911003
9294577,1579209184,2003072468000000000
9294575,1579209166,2032126121699904000
9294525,1579208683,2127287375527803608
9294476,1579207934,2054358710513963918
9294426,1579207307,2018322132734696383
9294382,1579206641,2055544236952863496
9294309,1579205750,2024626684349371229
9294233,1579204755,2131195678551419887
9294219,1579204564,2022366006756034236
9294194,1579204178,2006078251931550000
9294112,1579203096,2103563442813506862
9294027,1579202140,2052646029698512000
9293967,1579201246,2061768623180426813
9293837,1579199577,2011754492480247392
9293419,1579193854,2020629171020000000
9293335,1579192861,2078612587138900000
9293190,1579191022,2061603807015997323
9293188,1579191011,2093435129996894000
9292921,1579187318,2125565759169930953
9292913,1579187196,2119218031965357932
9292898,1579186979,2000000000000000000
9292881,1579186690,2133063151360155318
9292828,1579186054,2034568622474688060
9292676,1579183993,2124183302427192467
9292547,1579182222,2226750172378252048
9292520,1579181871,2108007981910644151
9292458,1579181016,2014611787200000000
9292366,1579179943,2053842262246590299
9292238,1579178055,2099881744142749798
9291918,1579173623,2134922846663410778
9291770,1579171843,2026870535310000000
9291511,1579168510,2238003230049082467
9291452,1579167778,2012721483100000000
9291450,1579167771,2004565301500000000
9291436,1579167619,2050757904149730249
9291331,1579166166,2197507993882592295
9291278,1579165422,2161858857968827276
9291271,1579165328,2057893676362238510
9291077,1579162530,2150756827496189424
9291049,1579162154,2019311487500000000
9291038,1579162035,2015895863191214183
9291014,1579161762,2104370658670242120
9290773,1579158727,2020278649400000000
9290737,1579158316,2037202768488800000
9290588,1579156435,2152314586661844266
9290448,1579154449,2129928102824283000
9290309,1579152483,2014882098458600000
9290261,1579151955,2120249532030834409
9290227,1579151512,2044405419063691235
9289993,1579148284,2083172305359319120
9289985,1579148226,2219218652731038100
9289897,1579147164,2085805052499686442
9289840,1579146487,2180641651611782396
9289816,1579146307,2053964880403549060
9289767,1579145600,2063999432704950533
9289700,1579144632,2069355535385846932
9289535,1579142450,2049030099397341645
9289513,1579142212,2105507841780318489
9289408,1579140801,2117189682659275957
9289167,1579137455,2109244822012139408
9289081,1579136477,2060578097249223888
9289017,1579135417,2053758132221495962
9289008,1579135321,2036782706322606000
9288958,1579134813,2003438717600000000
9288949,1579134696,2068049444015053098
9288946,1579134662,2075347033695833269
9288930,1579134507,2003707901967412982
9288744,1579132214,2036934570112444250
9288532,1579129331,2085502012503994337
9288384,1579127327,2016689163688340000
9288365,1579126997,2113028907646531478
9288329,1579126482,2000789600000000000
9288265,1579125718,2014191830750043562
9288233,1579125284,2046679752701357457
9288202,1579124867,2027572716509058361
9288124,1579123831,2109621193822868223
9288109,1579123494,2041751654475398340
9287980,1579121794,2035351995770854937
9287967,1579121587,2079830823210520813
9287793,1579119027,2002068099500000000
9287763,1579118684,2040380689259750947
9287755,1579118620,2048434588460185795
9287651,1579117048,2079431591548469392
9287320,1579112579,2077763430000104823
9287254,1579111603,2062437560549470000
9287153,1579110380,2067791694851239379
9287022,1579108647,2066785205290940000
9287004,1579108271,2069760426952176467
9286635,1579103785,2020897873904721359
9286601,1579103318,2107364339867851866
9286596,1579103227,2071084591200016861
9286571,1579102730,2177051383867682796
9286523,1579102209,2127198135076309637
9286482,1579101750,2098293423485599740
9286423,1579100863,2135965108207251761
9286382,1579100201,2113343844803644908
9286340,1579099725,2065111858683242016
9286170,1579097393,2098454552413856588
9285870,1579093305,2064213524096435180
9285835,1579092801,2148597661668450138
9285827,1579092684,2035448623424031610
9285767,1579091989,2005585923777993000
9285749,1579091778,2065494128710529325
9285680,1579091051,2057083691307860576
9285670,1579090913,2025654735394867772
9285379,1579087304,2072849762891885113
9285035,1579082339,2075176737156456000
9284937,1579080995,2086770752004378332
9284899,1579080515,2127791795740455129
9284875,1579080275,2039092561321536776
9284778,1579079008,2018240530811600400
9284730,1579078473,2142842025402559095
9284493,1579075118,2065948929216302400
9284295,1579072560,2145780054400579454
9284068,1579069474,2000755160000000000
9284052,1579069281,2091216416603640661
9283817,1579066204,2073696292100000000
9283775,1579065769,2003486000016422000
9283631,1579063764,2094423044309098585
9283546,1579062650,2206025583631829192
9283358,1579060234,2067033820400319393
9283203,1579058219,2045398811185906754
9283080,1579056603,2092682047098049135
9282865,1579053739,2029102462819206542
9282860,1579053697,2027928936394504831
9282752,1579052410,2020779251286555524
9282691,1579051730,2109662547308159730
9282636,1579051027,2032214447445454482
9282621,1579050836,2091703493422682463
9282598,1579050391,2049162341368588256
9282564,1579049934,2056856714693094441
9282499,1579049064,2095639223245068147
9282415,1579047886,2002100000002014137
9282310,1579046439,2097154007761099939
9282211,1579044928,2197348357957479975
9282174,1579044447,2009079101000093558
9282123,1579043807,2017594712600000000
9282026,1579042842,2082542901616387410
9282015,1579042702,2106745920694130219
9281861,1579040841,2047724006067444982
9281792,1579040065,2119140275802076039
9281226,1579032665,2035489503210000000
9281215,1579032485,2036453168219589071
9281039,1579030149,2016748873685200000
9280997,1579029600,2102858133892116267
9280789,1579026786,2135084573577676044
9280788,1579026757,2179569485637999767
9280782,1579026668,2006127700002546610
9280742,1579026150,2075836033282652736
9280734,1579026052,2103023807702879300
9280644,1579024948,2121069149238278255
9280587,1579023973,2604272479452191136
9280448,1579022221,2114174110623207505
9280348,1579020868,2164148908712092942
9280244,1579019368,2022002547295000000
9280232,1579019255,2134065259432006118
9279987,1579015883,2138588660128910314
9279848,1579013973,2145442280253069345
9279744,1579012583,2096362009801075874
9279519,1579009340,2040091592184017042
9279329,1579006754,2086817687002834576
9279263,1579005918,2085887769617104861
9278986,1579001989,2237541533278106470
9278980,1579001922,2071262745892156404
9278948,1579001473,2076472847741935452
9278861,1579000283,2057574919052056452
9278701,1578998308,2056855704159404977
9278518,1578996252,2097052752010551079
9278506,1578996111,2161627752701247844
9278386,1578994509,2011528820899334634
9278293,1578993324,2168557747633808140
9278241,1578992558,2106541166200000000
9277946,1578988875,2074040730305621342
9277921,1578988495,2044960222914043791
9277896,1578988248,2035861556479253931
9277792,1578986688,2004238155002870724
9277687,1578985287,2120665272676986994
9277650,1578984762,2053989140574395028
9277641,1578984648,2190930778882432682
9277622,1578984428,2103311812406034192
9277424,1578981794,2045597011801341706
9277309,1578980198,2084978453581663268
9277302,1578980089,2065133295225693889
9277229,1578979202,2097827503518826252
9277114,1578977673,2244593390332750084
9276939,1578975092,2173566037112647360
9276866,1578974109,2044046776612983629
9276856,1578973975,2095861089177501004
9276778,1578972855,2039898789153616348
9276736,1578972204,2060396945694501588
9276698,1578971753,2072993339367122157
9276658,1578971207,2004698085003611556
9276602,1578970488,2172780691935979030
9276586,1578970270,2039840596442150075
9276520,1578969484,2040438050733920166
9276430,1578968356,2060433723835502414
9276116,1578964112,2040978203548147198
9276012,1578962849,2018924968906119052
9275978,1578962498,2049774641582549461
9275973,1578962460,2023570512630882218
9275919,1578961829,2000028829904074576
9275897,1578961550,2044482669354968997
9275740,1578959425,2064531204843231359
9275685,1578958574,2135131476554001746
9275360,1578954657,2011488061800000000
9275123,1578951602,2071366611148800000
9274975,1578949442,2057497703760278081
9274968,1578949361,2001332615671331522
9274856,1578947965,2010047548637200000
9274736,1578946350,2001452736500000000
9274707,1578945867,2021335547183222000
9274627,1578944721,2007417698000000000
9274603,1578944467,2071994288530000000
9274539,1578943565,2030824979093493072
9274401,1578941616,2008085164147665000
9274290,1578940121,2065810185344409466
9274198,1578939001,2051721114500000000
9274164,1578938532,2025607210203125755
9274069,1578937329,2006607276000000000
9274053,1578937107,2002521874475503158
9273608,1578931109,2085438211462108066
9273555,1578930438,2066291172441761000
9273331,1578927575,2048150966250231162
9273132,1578924953,2079393497829000848
9273129,1578924882,2150798699835009333
9273027,1578923383,2093531400997009602
9273017,1578923240,2085414511240375600
9273001,1578923038,2094747707546582468
9272917,1578921982,2124095193827913446
9272888,1578921476,2020872340000000000
9272812,1578920388,2010625900943974347
9272745,1578919440,2099419922082037970
9272364,1578914419,2093913667800000000
9272357,1578914362,2088243250275906070
9272117,1578911482,2090488266966878348
9272046,1578910679,2080427241779093812
9271979,1578909885,2110916129599143408
9271817,1578907936,2075132103000000000
9271642,1578905723,2088515637702285888
9271537,1578904295,2089309133088894445
9271486,1578903421,2171131989405123886
9271433,1578902759,2070887359247717500
9271380,1578902088,2018645726500000000
9271346,1578901683,2002541000005787750
9271264,1578900538,2011979094421721189
9271166,1578899307,2008636504800000000
9271146,1578899029,2085606267193171827
9271131,1578898822,2097853174636288699
9270798,1578894334,2041982255338251529
9270783,1578894190,2030288970900000000
9270733,1578893576,2006364430417381965
9270699,1578893075,2032511085808285643
9270523,1578890374,2035835040156192210
9270366,1578888212,2017922303030000000
9270349,1578888043,2154925781364686604
9270345,1578888007,2144471033114468562
9270162,1578885687,2056043989515576306
9270107,1578885085,2080006076857006000
9270095,1578885011,2139431866316573896
9270055,1578884416,2128606473496866912
9269781,1578880635,2000875059545996574
9269766,1578880452,2050460839263897246
9269746,1578880218,2014189153800000000
9269632,1578878749,2060203248200000000
9269571,1578878028,2033954417613948500
9269534,1578877492,2060352790574575047
9269516,1578877159,2095578700586701006
9269504,1578877046,2001921885009214098
9269457,1578876356,2058443610001897485
9269410,1578875740,2031054033015840263
9269066,1578871037,2017113683894984318
9269035,1578870671,2065838835056574512
9269022,1578870449,2042830345992710021
9268957,1578869454,2008256380000065116
9268816,1578867859,2022049363651160375
9268814,1578867850,2057581902680487270
9268639,1578865597,2001693248890034000
9268440,1578863112,2008420699000000000
9268333,1578861620,2063732749588800000
9268282,1578861011,2009344459011644953
9268266,1578860793,2014517510461904380
9268225,1578860126,2034011071387752512
9268124,1578858718,2023246106800000000
9267979,1578856809,2077862423421745369
9267897,1578855647,2057338353750000000
9267858,1578855107,2020973841700000000
9267846,1578855041,2042381396648358784
9267793,1578854431,2028218916552509518
9267665,1578852893,2028410274950000000
9267657,1578852781,2003782629100000000
9267612,1578852176,2026964256020000000
9267589,1578851784,2037116846067311280
9267583,1578851720,2018276601854032944
9267396,1578849363,2051293403281704609
9267177,1578846049,2068119911517245276
9267138,1578845550,2000000000000000000
9267136,1578845522,2025243129858695637
9267123,1578845323,2139419197473049442
9267081,1578844718,2004571359000000000
9267029,1578844090,2136669757984332967
9266825,1578841339,2092376903493872141
9266752,1578840401,2008903228899943791
9266646,1578839156,2015369273000000000
9266465,1578836757,2034762872206696000
9266449,1578836536,2101788691413523863
9266388,1578835721,2023832773475981500
9266335,1578834987,2011253181550434384
9266314,1578834641,2034157512829556790
9266048,1578831101,2022676230599494610
9265845,1578828398,2009115149537856000
9265363,1578822053,2107579808217313669
9265324,1578821591,2040288596319774036
9265302,1578821161,2104539245195556186
9265131,1578818951,2019377547670000000
9265104,1578818553,2126378700654557555
9264941,1578816158,2049920275526000000
9264930,1578816023,2104812958192400000
9264806,1578814634,2042062300447680000
9264648,1578812519,2007188055000000000
9264646,1578812513,2131008044488281250
9264544,1578811138,2009452152000000000
9264484,1578810380,2003984956870000000
9264381,1578809021,2127563701618319879
9264335,1578808380,2029125717163669422
9264280,1578807696,2053493601294985391
9264164,1578806189,2039705912059228000
9264131,1578805779,2045925520432625177
9263929,1578803096,2190465893929092000
9263928,1578803085,2127965020899909025
9263894,1578802671,2006882590000000000
9263710,1578800401,2096151884422458320
9263636,1578799256,2119357325060539288
9263518,1578797673,2013208400858500000
9263495,1578797365,2036932270815700000
9263475,1578797091,2050688826593215400
9263198,1578793532,2194948613827997000
9263182,1578793254,2097434556647994000
9262994,1578790762,2003849844800000000
9262979,1578790596,2024153210134011728
9262927,1578789942,2034700450744946721
9262805,1578788072,2018121883000000000
9262682,1578786600,2151171254975048848
9262653,1578786179,2085569097319578406
9262577,1578785053,2000000000000000000
9262518,1578784225,2010819111905906000
9262491,1578783887,2045753325817486574
9262325,1578781653,2020250127911434715
9262166,1578779679,2019277483770400000
9262079,1578778492,2046807517092117570
9262023,1578777610,2007232970346533791
9261846,1578775379,2012108458781680000
9261826,1578775139,2091793708374649778
9261813,1578774993,2013360049537401000
9261644,1578772909,2102493727913000227
9261637,1578772850,2038430906083636139
9261630,1578772801,2102014528412620332
9261626,1578772784,2008896097459648375
9261586,1578772240,2020041525868880444
9261456,1578770616,2028643851686128000
9261408,1578770043,2052542559933526179
9261300,1578768597,2075389924204051008
9261264,1578768005,2116525568325373124
9261121,1578766020,2015697913541800000
9260974,1578763939,2050680668409657524
9260799,1578761794,2021736755134073945
9260773,1578761336,2039692665142709428
9260768,1578761235,2050670129992934906
9260676,1578760153,2067555634000000000
9260631,1578759454,2022613244992577000
9260611,1578759211,2029158521167745725
9260585,1578758787,2010807778925000000
9260517,1578757853,2077541487430497152
9260458,1578757073,2008116470694000000
9260440,1578756814,2109161847230000000
9260262,1578754395,2146738855971006000
9260114,1578752414,2010537621000000000
9259962,1578750254,2135608880396357543
9259914,1578749642,2039536995816872155
9259853,1578748769,2017013465694916928
9259645,1578746038,2005641142703200000
9259584,1578745229,2002480000016529814
9259419,1578743175,2028480778000000000
9259170,1578739774,2101836073007057390
9259111,1578739238,2040757614679811272
9259095,1578738934,2055272557486354000
9259088,1578738846,2084334427711555304
9259080,1578738765,2100395132963411987
9258926,1578736579,2098665193180170949
9258843,1578735395,2046883621581884752
9258841,1578735387,2074102068600000000
9258801,1578734985,2062283912808008314
9258770,1578734398,2110123844285928000
9258670,1578733055,2096577179650093608
9258612,1578732318,2113059883077354140
9258571,1578731873,2034080888100627867
9258555,1578731632,2075084832358000000
9258440,1578730317,2019596317550000000
9258397,1578729710,2082224695572204135
9258312,1578728638,2060044870314638228
9258250,1578727903,2018327842200000000
9258195,1578727100,2005766498000000000
9258140,1578726382,2037158488307637865
9258072,1578725510,2090585672819163594
9257922,1578723612,2029859329019044000
9257438,1578717183,2024423867779728615
9257214,1578714043,2179500044372850285
9257107,1578712455,2094635539530070145
9257081,1578712124,2041303750105191000
9257048,1578711790,2024824784219129500
9257046,1578711780,2078623600070409850
9257014,1578711366,2010137020090000000
9256677,1578706673,2031751672770174648
9256652,1578706452,2030385691250000000
